tree1,tree2,dist
3708,3909,0.0007723066618293278
385,3764,0.0007738307182830334
3707,3119,0.0007747028304063916
3352,3684,0.0007758302838625298
1706,3655,0.0007758656864203899
414,2764,0.0007765555230419812
3551,1362,0.0007768892430404378
1225,3543,0.0007770846443598232
2286,3564,0.00077726775097396
3544,2939,0.0007808245902443806
233,3489,0.0007814623021470818
321,2569,0.0007821206717056623
3924,3537,0.0007825345148501535
107,3301,0.0007829702384517523
3648,686,0.0007841965219609649
2003,3129,0.000784874687751836
1433,2817,0.0007853747317133758
353,384,0.0007874367740754486
3729,2055,0.000788117413690656
1421,2691,0.0007881417871575466
1169,2734,0.0007884396948381611
3784,1906,0.0007886274766700438
1885,2770,0.000791532436451154
3403,3613,0.0007955290415323649
1360,3751,0.0007959055806786922
373,2089,0.0007960040837028193
143,1839,0.0008007232000858261
563,1074,0.0008023534365265601
3607,4035,0.000803376866070413
330,755,0.0008038582873229061
2498,2670,0.0008045345014742128
3785,474,0.0008049944506749234
1779,1790,0.0008058720887841875
630,2148,0.0008065002913979977
3699,3477,0.0008081124366958676
351,1415,0.0008126115738499437
115,1283,0.0008127617316222649
3482,2628,0.0008141265192217993
3531,3928,0.0008170215247618323
3328,2006,0.000817942112165607
3526,3698,0.000818148418781842
388,2991,0.0008183243802004705
1583,2408,0.0008185419829877388
3370,2382,0.0008188726234384519
1285,2596,0.0008189140564092388
3765,2810,0.0008202245299723816
1287,2523,0.0008221384473318001
343,2622,0.0008223255569569723
226,3852,0.0008223986873899108
3927,3570,0.0008226797594354934
365,3546,0.0008230031621957665
398,2071,0.0008231036204426976
4153,2282,0.000823801511628126
4033,506,0.0008251544690449433
3817,2931,0.0008253317669209524
1155,2161,0.0008255113140284674
1031,2803,0.00082600162771246
3451,1782,0.0008268781533418606
33,2389,0.0008275342915796749
3877,3634,0.0008277887465723034
3627,3725,0.0008287184523812895
1535,4074,0.0008287340371146493
460,1945,0.0008295269069519759
3407,3666,0.0008305251185331264
3547,3611,0.0008312259475383825
684,1061,0.0008342389569371889
3618,2126,0.0008366275354418536
3669,2785,0.0008367390421915605
3507,2111,0.0008368291082165597
50,708,0.0008381392420645658
889,3836,0.0008384719632311775
218,3900,0.0008396250103678924
3857,4052,0.0008396338579445134
59,597,0.000840440929504198
2634,2893,0.0008411444555378412
617,688,0.0008417472995703411
308,3095,0.0008438050171220707
647,2260,0.0008462399461062649
846,2191,0.0008463968266997773
3390,3159,0.0008493079109185061
1024,3724,0.0008523812848776728
1508,2580,0.0008530718217281321
1704,3209,0.0008536691936647904
3363,3147,0.0008544706767902102
3509,2877,0.0008564463485785751
3661,2815,0.0008578286919536521
3580,3545,0.0008578480080435567
3853,608,0.0008584204045150026
1853,3075,0.0008612741261929333
2338,3695,0.0008628363790807655
697,3123,0.0008636322056776551
