tree1,tree2,dist
3943,2013,0.004395548175056607
496,2398,0.004395734443193133
962,1187,0.0043981220103213965
3821,2262,0.004401873336830564
205,1039,0.004438027527941202
448,2907,0.004438199023104453
506,3119,0.004441852743588784
2322,2561,0.004443901675021478
1644,2098,0.004452199296751044
4070,1657,0.004460593521340872
23,2314,0.0044731781482783145
156,2263,0.004473206965968174
558,1000,0.0044753997316867335
2150,2657,0.004479684164281128
884,3627,0.0044881502535509266
1276,1838,0.004492023770868964
1799,2630,0.004501604980086782
764,2461,0.004510038630053219
342,3121,0.004511278022637455
78,1011,0.004512890205282852
551,606,0.004543724042190167
1433,3629,0.004556308810080928
1177,3062,0.004557016585524855
3383,3571,0.004565347199016967
39,811,0.004574977768197264
420,3689,0.0045778773298864595
630,632,0.0045811275542969945
3891,3623,0.0045815182093585545
3747,3521,0.004581933847874538
1473,2359,0.0045908274520305055
601,3060,0.004591232684503628
1456,2976,0.004599368682503269
1217,2765,0.004602999359521354
343,1057,0.0046118653783945585
20,903,0.00461195318787519
3715,3454,0.0046749994259824845
277,3239,0.004676273874794384
3792,2103,0.004684171728118441
1630,2710,0.0046899427220666035
3570,3611,0.0047008239261074995
200,2743,0.00470188634635843
321,552,0.004705560838952405
3681,2774,0.004707032642101289
765,2602,0.004712098094742712
3385,847,0.004723699429923622
1076,1944,0.004723836144757123
191,2374,0.004725999220809657
3759,1736,0.004731666238148677
1366,1928,0.004754167876140025
3595,3755,0.004763265507719161
340,2867,0.004789693233184622
1987,2981,0.004792922099907143
723,2852,0.004803104711276096
735,3904,0.004820038037365283
2564,2615,0.0048206772483707395
3882,2245,0.0048213981170807385
1570,2713,0.004821607890237868
80,1608,0.004828177263696221
62,1553,0.004830362304766217
1516,2370,0.004832835292792631
795,2752,0.004842781221992488
456,2929,0.0048459300458294635
939,2292,0.0048472576243285825
503,564,0.004847431128676527
3514,2029,0.004847944588161901
3585,3130,0.004869118248369362
1513,3256,0.004879203976517477
227,4022,0.004887011236739125
1354,1661,0.004887646972186851
157,1083,0.0048931032238072256
3691,3578,0.004895649784379723
10,3660,0.004898205450286103
3870,2772,0.004905918820349672
116,1774,0.004905977867027567
647,1167,0.004906978510698545
478,1810,0.0049097739025871084
2980,3088,0.004916143184852603
1521,2984,0.00491805297988307
596,3633,0.004924275770185116
3779,2662,0.004933746819578727
2486,2644,0.0049345327884265655
1330,2770,0.004942186655962119
2202,2483,0.004946409974289551
525,3588,0.004949152784520849
3613,3874,0.004949309508367812
3458,607,0.004969937129021967
3644,3212,0.004971048471864456
3750,2215,0.004971359962918781
3544,2934,0.004979594734929038
1130,2308,0.004982241508402596
1325,2187,0.004982334387652235
3769,2362,0.004984921600258672
2243,3166,0.004986277935460526
417,3263,0.00502799362577469
2239,3863,0.0050331738436081574
1134,1211,0.0050364884368734346
311,2185,0.005041134119546403
3975,2099,0.005046900518411834
2127,2547,0.005054898775250068
726,3005,0.005060305164790169
59,65,0.005065770449457219
1017,2253,0.00506580055868704
3944,1784,0.005066248382929371
1471,2902,0.005098533641481134
3535,3484,0.005101940554885387
360,1672,0.005102835100976949
2459,2708,0.005104073479913651
2351,3768,0.0051084158112805755
